,EGID,officialBuildingNo,east,north,originOfCoordinates,buildingStatus,buildingCategory,buildingClass,dateOfConstruction,periodOfConstruction,surfaceAreaOfBuilding,numberOfFloors,heatGeneratorHeating,energySourceHeating,informationSourceHeating,revisionDateHeating,heatGeneratorHotWater,revisionDateWarmWater,createDate,updateDate,EGAID,EntranceNo,IsOfficialAddress,CoordinateEast,CoordinateNorth,EWID,YearOfConstruction,NumberOfRooms,Floor,SurfaceArea
2148,210214129,4544,2687283.519,1234927.765,901,1004,1020,1122,2017-07,8023,349,7,7410,7598,869,2015-11-04,7610,2015-11-04,2015-11-04,2021-03-15,102175954,139,1,2687282.313,1234935.657,3,2017,3,3101,85
2149,210214130,4543,2687261.51,1234952.248,901,1004,1020,1122,2017-07,8023,349,6,7410,7598,869,2015-11-04,7610,2015-11-04,2015-11-04,2021-03-15,102177861,137,1,2687268.91,1234952.391,9,2017,2,3106,54
2150,210214130,4543,2687261.51,1234952.248,901,1004,1020,1122,2017-07,8023,349,6,7410,7598,869,2015-11-04,7610,2015-11-04,2015-11-04,2021-03-15,102177861,137,1,2687268.91,1234952.391,2,2017,4,3401,103
2151,210214130,4543,2687261.51,1234952.248,901,1004,1020,1122,2017-07,8023,349,6,7410,7598,869,2015-11-04,7610,2015-11-04,2015-11-04,2021-03-15,102177861,137,1,2687268.91,1234952.391,10,2017,2,3106,69
2152,210214130,4543,2687261.51,1234952.248,901,1004,1020,1122,2017-07,8023,349,6,7410,7598,869,2015-11-04,7610,2015-11-04,2015-11-04,2021-03-15,102177861,137,1,2687268.91,1234952.391,7,2017,2,3104,54
2153,210214130,4543,2687261.51,1234952.248,901,1004,1020,1122,2017-07,8023,349,6,7410,7598,869,2015-11-04,7610,2015-11-04,2015-11-04,2021-03-15,102177861,137,1,2687268.91,1234952.391,5,2017,3,3102,85
2154,210214130,4543,2687261.51,1234952.248,901,1004,1020,1122,2017-07,8023,349,6,7410,7598,869,2015-11-04,7610,2015-11-04,2015-11-04,2021-03-15,102177861,137,1,2687268.91,1234952.391,1,2017,3,3403,88
2155,210214130,4543,2687261.51,1234952.248,901,1004,1020,1122,2017-07,8023,349,6,7410,7598,869,2015-11-04,7610,2015-11-04,2015-11-04,2021-03-15,102177861,137,1,2687268.91,1234952.391,11,2017,3,3104,85
2156,210214130,4543,2687261.51,1234952.248,901,1004,1020,1122,2017-07,8023,349,6,7410,7598,869,2015-11-04,7610,2015-11-04,2015-11-04,2021-03-15,102177861,137,1,2687268.91,1234952.391,6,2017,4,3103,102
2157,210214130,4543,2687261.51,1234952.248,901,1004,1020,1122,2017-07,8023,349,6,7410,7598,869,2015-11-04,7610,2015-11-04,2015-11-04,2021-03-15,102177861,137,1,2687268.91,1234952.391,4,2017,4,3101,102
2158,210214130,4543,2687261.51,1234952.248,901,1004,1020,1122,2017-07,8023,349,6,7410,7598,869,2015-11-04,7610,2015-11-04,2015-11-04,2021-03-15,102177861,137,1,2687268.91,1234952.391,8,2017,3,3105,88
2159,210214130,4543,2687261.51,1234952.248,901,1004,1020,1122,2017-07,8023,349,6,7410,7598,869,2015-11-04,7610,2015-11-04,2015-11-04,2021-03-15,102177861,137,1,2687268.91,1234952.391,3,2017,2,3102,54
2160,210215260,4418,2687147.459,1234830.628,901,1004,1060,1241,2011,8022,10,,,,,,,,2016-04-13,2023-06-21,,,,,,,,,,
2161,210216987,4554,2687239.59,1234903.643,901,1004,1080,1274,2015,8022,77,,,,,,,,2016-12-07,2023-08-04,,,,,,,,,,
2162,210222373,6136,2687135.842,1234707.941,904,1004,1020,1122,2021-02,8023,311,4,7411,7598,859,2019-03-13,7610,2019-03-13,2018-10-08,2023-12-11,102425782,5,1,2687131.321,1234703.505,5,2021,4,3101,95
2163,210222373,6136,2687135.842,1234707.941,904,1004,1020,1122,2021-02,8023,311,4,7411,7598,859,2019-03-13,7610,2019-03-13,2018-10-08,2023-12-11,102425782,5,1,2687131.321,1234703.505,4,2021,4,3101,95
2164,210222373,6136,2687135.842,1234707.941,904,1004,1020,1122,2021-02,8023,311,4,7411,7598,859,2019-03-13,7610,2019-03-13,2018-10-08,2023-12-11,102425782,5,1,2687131.321,1234703.505,3,2021,2,3101,47
2165,210222373,6136,2687135.842,1234707.941,904,1004,1020,1122,2021-02,8023,311,4,7411,7598,859,2019-03-13,7610,2019-03-13,2018-10-08,2023-12-11,102425782,5,1,2687131.321,1234703.505,2,2021,4,3100,99
2166,210222373,6136,2687135.842,1234707.941,904,1004,1020,1122,2021-02,8023,311,4,7411,7598,859,2019-03-13,7610,2019-03-13,2018-10-08,2023-12-11,102425782,5,1,2687131.321,1234703.505,1,2021,5,3100,119
2167,210222373,6136,2687135.842,1234707.941,904,1004,1020,1122,2021-02,8023,311,4,7411,7598,859,2019-03-13,7610,2019-03-13,2018-10-08,2023-12-11,102425782,5,1,2687131.321,1234703.505,10,2021,2,3102,47
2168,210222373,6136,2687135.842,1234707.941,904,1004,1020,1122,2021-02,8023,311,4,7411,7598,859,2019-03-13,7610,2019-03-13,2018-10-08,2023-12-11,102425782,5,1,2687131.321,1234703.505,9,2021,3,3401,74
2169,210222373,6136,2687135.842,1234707.941,904,1004,1020,1122,2021-02,8023,311,4,7411,7598,859,2019-03-13,7610,2019-03-13,2018-10-08,2023-12-11,102425782,5,1,2687131.321,1234703.505,8,2021,4,3102,95
2170,210222373,6136,2687135.842,1234707.941,904,1004,1020,1122,2021-02,8023,311,4,7411,7598,859,2019-03-13,7610,2019-03-13,2018-10-08,2023-12-11,102425782,5,1,2687131.321,1234703.505,7,2021,3,3401,74
2171,210222373,6136,2687135.842,1234707.941,904,1004,1020,1122,2021-02,8023,311,4,7411,7598,859,2019-03-13,7610,2019-03-13,2018-10-08,2023-12-11,102425782,5,1,2687131.321,1234703.505,6,2021,4,3102,95
2172,210222374,6138,2687178.711,1234674.864,904,1004,1020,1122,2021-02,8023,303,4,7411,7598,859,2019-03-13,7610,2019-03-13,2018-10-08,2023-12-11,102425787,9,1,2687174.459,1234669.78,8,2021,3,3101,74
2173,210222374,6138,2687178.711,1234674.864,904,1004,1020,1122,2021-02,8023,303,4,7411,7598,859,2019-03-13,7610,2019-03-13,2018-10-08,2023-12-11,102425787,9,1,2687174.459,1234669.78,7,2021,3,3101,62
2174,210222374,6138,2687178.711,1234674.864,904,1004,1020,1122,2021-02,8023,303,4,7411,7598,859,2019-03-13,7610,2019-03-13,2018-10-08,2023-12-11,102425787,9,1,2687174.459,1234669.78,6,2021,4,3100,94
2175,210222374,6138,2687178.711,1234674.864,904,1004,1020,1122,2021-02,8023,303,4,7411,7598,859,2019-03-13,7610,2019-03-13,2018-10-08,2023-12-11,102425787,9,1,2687174.459,1234669.78,5,2021,3,3401,70
2176,210222374,6138,2687178.711,1234674.864,904,1004,1020,1122,2021-02,8023,303,4,7411,7598,859,2019-03-13,7610,2019-03-13,2018-10-08,2023-12-11,102425787,9,1,2687174.459,1234669.78,4,2021,2,3401,69
2177,210222374,6138,2687178.711,1234674.864,904,1004,1020,1122,2021-02,8023,303,4,7411,7598,859,2019-03-13,7610,2019-03-13,2018-10-08,2023-12-11,102425787,9,1,2687174.459,1234669.78,2,2021,5,3100,115
2178,210222374,6138,2687178.711,1234674.864,904,1004,1020,1122,2021-02,8023,303,4,7411,7598,859,2019-03-13,7610,2019-03-13,2018-10-08,2023-12-11,102425787,9,1,2687174.459,1234669.78,1,2021,4,3101,95
2179,210222375,6133,2687093.391,1234694.797,904,1004,1020,1122,2021-03,8023,312,4,7411,7598,859,2019-03-13,7610,2019-03-13,2018-10-08,2023-12-11,102425790,15,1,2687088.993,1234689.479,6,2021,5,3100,118
2180,210222375,6133,2687093.391,1234694.797,904,1004,1020,1122,2021-03,8023,312,4,7411,7598,859,2019-03-13,7610,2019-03-13,2018-10-08,2023-12-11,102425790,15,1,2687088.993,1234689.479,5,2021,2,3102,47
2181,210222375,6133,2687093.391,1234694.797,904,1004,1020,1122,2021-03,8023,312,4,7411,7598,859,2019-03-13,7610,2019-03-13,2018-10-08,2023-12-11,102425790,15,1,2687088.993,1234689.479,4,2021,4,3102,95
2182,210222375,6133,2687093.391,1234694.797,904,1004,1020,1122,2021-03,8023,312,4,7411,7598,859,2019-03-13,7610,2019-03-13,2018-10-08,2023-12-11,102425790,15,1,2687088.993,1234689.479,3,2021,4,3100,104
2183,210222375,6133,2687093.391,1234694.797,904,1004,1020,1122,2021-03,8023,312,4,7411,7598,859,2019-03-13,7610,2019-03-13,2018-10-08,2023-12-11,102425790,15,1,2687088.993,1234689.479,2,2021,4,3102,95
2184,210222375,6133,2687093.391,1234694.797,904,1004,1020,1122,2021-03,8023,312,4,7411,7598,859,2019-03-13,7610,2019-03-13,2018-10-08,2023-12-11,102425790,15,1,2687088.993,1234689.479,1,2021,3,3401,74
2185,210222375,6133,2687093.391,1234694.797,904,1004,1020,1122,2021-03,8023,312,4,7411,7598,859,2019-03-13,7610,2019-03-13,2018-10-08,2023-12-11,102425790,15,1,2687088.993,1234689.479,10,2021,2,3101,47
2186,210222375,6133,2687093.391,1234694.797,904,1004,1020,1122,2021-03,8023,312,4,7411,7598,859,2019-03-13,7610,2019-03-13,2018-10-08,2023-12-11,102425790,15,1,2687088.993,1234689.479,9,2021,3,3401,74
2187,210222375,6133,2687093.391,1234694.797,904,1004,1020,1122,2021-03,8023,312,4,7411,7598,859,2019-03-13,7610,2019-03-13,2018-10-08,2023-12-11,102425790,15,1,2687088.993,1234689.479,8,2021,4,3101,95
2188,210222375,6133,2687093.391,1234694.797,904,1004,1020,1122,2021-03,8023,312,4,7411,7598,859,2019-03-13,7610,2019-03-13,2018-10-08,2023-12-11,102425790,15,1,2687088.993,1234689.479,7,2021,4,3101,95
2189,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425700,23,1,2687022.95,1234741.538,31,2022,3,3103,89
2190,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425700,23,1,2687022.95,1234741.538,12,2022,1,3101,31
2191,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425700,23,1,2687022.95,1234741.538,4,2022,4,3102,105
2192,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425700,23,1,2687022.95,1234741.538,1,2022,3,3102,66
2193,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425700,23,1,2687022.95,1234741.538,64,2022,3,3106,82
2194,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425700,23,1,2687022.95,1234741.538,63,2022,3,3105,82
2195,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425700,23,1,2687022.95,1234741.538,123,2022,3,3104,82
2196,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425700,23,1,2687022.95,1234741.538,121,2022,3,3106,66
2197,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425700,23,1,2687022.95,1234741.538,117,2022,4,3103,86
2198,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425700,23,1,2687022.95,1234741.538,111,2022,3,3104,66
2199,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425700,23,1,2687022.95,1234741.538,126,2022,3,3105,66
2200,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425792,33,1,2686982.545,1234781.645,51,2022,2,3107,40
2201,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425792,33,1,2686982.545,1234781.645,48,2022,3,3103,84
2202,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425792,33,1,2686982.545,1234781.645,21,2022,2,3104,63
2203,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425792,33,1,2686982.545,1234781.645,11,2022,1,3101,33
2204,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425792,33,1,2686982.545,1234781.645,62,2022,4,3107,89
2205,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425792,33,1,2686982.545,1234781.645,59,2022,2,3105,63
2206,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425792,33,1,2686982.545,1234781.645,53,2022,3,3106,63
2207,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425792,33,1,2686982.545,1234781.645,132,2022,3,3105,73
2208,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425792,33,1,2686982.545,1234781.645,112,2022,3,3103,80
2209,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425792,33,1,2686982.545,1234781.645,153,2022,3,3106,73
2210,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425792,33,1,2686982.545,1234781.645,151,2022,3,3104,73
2211,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425792,33,1,2686982.545,1234781.645,145,2022,2,3102,63
2212,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425792,33,1,2686982.545,1234781.645,143,2022,4,3102,96
2213,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425796,27,1,2687008.827,1234755.533,33,2022,4,3102,96
2214,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425796,27,1,2687008.827,1234755.533,32,2022,3,3102,80
2215,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425796,27,1,2687008.827,1234755.533,7,2022,1,3101,33
2216,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425796,27,1,2687008.827,1234755.533,65,2022,3,3102,66
2217,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425796,27,1,2687008.827,1234755.533,139,2022,4,3103,86
2218,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425796,27,1,2687008.827,1234755.533,137,2022,3,3105,73
2219,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425796,27,1,2687008.827,1234755.533,124,2022,3,3106,66
2220,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425796,27,1,2687008.827,1234755.533,150,2022,3,3105,66
2221,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425796,27,1,2687008.827,1234755.533,146,2022,3,3104,66
2222,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425796,27,1,2687008.827,1234755.533,144,2022,3,3104,73
2223,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425796,27,1,2687008.827,1234755.533,141,2022,3,3106,73
2224,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425799,25,1,2687010.875,1234753.314,44,2022,3,3102,66
2225,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425799,25,1,2687010.875,1234753.314,5,2022,4,3102,96
2226,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425799,25,1,2687010.875,1234753.314,17,2022,1,3101,33
2227,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425799,25,1,2687010.875,1234753.314,119,2022,3,3106,66
2228,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425799,25,1,2687010.875,1234753.314,107,2022,4,3103,86
2229,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425799,25,1,2687010.875,1234753.314,133,2022,3,3104,66
2230,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425799,25,1,2687010.875,1234753.314,128,2022,3,3103,80
2231,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425799,25,1,2687010.875,1234753.314,127,2022,3,3105,73
2232,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425799,25,1,2687010.875,1234753.314,118,2022,3,3106,73
2233,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425799,25,1,2687010.875,1234753.314,116,2022,4,3107,90
2234,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425799,25,1,2687010.875,1234753.314,114,2022,3,3105,66
2235,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425799,25,1,2687010.875,1234753.314,147,2022,3,3104,73
2236,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425799,25,1,2687010.875,1234753.314,142,2022,4,3107,86
2237,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425801,31,1,2686995.174,1234769.186,14,2022,1,3101,33
2238,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425801,31,1,2686995.174,1234769.186,115,2022,4,3102,96
2239,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425801,31,1,2686995.174,1234769.186,113,2022,3,3106,73
2240,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425801,31,1,2686995.174,1234769.186,136,2022,3,3105,66
2241,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425801,31,1,2686995.174,1234769.186,135,2022,3,3104,66
2242,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425801,31,1,2686995.174,1234769.186,129,2022,3,3103,80
2243,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425801,31,1,2686995.174,1234769.186,122,2022,3,3106,66
2244,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425801,31,1,2686995.174,1234769.186,108,2022,3,3102,66
2245,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425801,31,1,2686995.174,1234769.186,154,2022,3,3104,73
2246,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425801,31,1,2686995.174,1234769.186,149,2022,3,3105,73
2247,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425801,31,1,2686995.174,1234769.186,148,2022,4,3103,86
2248,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425802,29,1,2686997.734,1234766.456,22,2022,4,3102,96
2249,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425802,29,1,2686997.734,1234766.456,19,2022,1,3101,33
2250,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425802,29,1,2686997.734,1234766.456,109,2022,3,3105,73
2251,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425802,29,1,2686997.734,1234766.456,140,2022,4,3103,86
2252,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425802,29,1,2686997.734,1234766.456,138,2022,3,3104,66
2253,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425802,29,1,2686997.734,1234766.456,134,2022,3,3106,66
2254,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425802,29,1,2686997.734,1234766.456,131,2022,3,3105,66
2255,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425802,29,1,2686997.734,1234766.456,130,2022,4,3107,86
2256,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425802,29,1,2686997.734,1234766.456,125,2022,3,3106,73
2257,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425802,29,1,2686997.734,1234766.456,120,2022,3,3102,66
2258,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425802,29,1,2686997.734,1234766.456,110,2022,3,3104,73
2259,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425802,29,1,2686997.734,1234766.456,155,2022,4,3107,90
2260,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425802,29,1,2686997.734,1234766.456,152,2022,3,3103,80
2261,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425804,21,1,2687025.553,1234738.466,47,2022,3,3104,59
2262,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425804,21,1,2687025.553,1234738.466,34,2022,2,3103,52
2263,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425804,21,1,2687025.553,1234738.466,18,2022,2,3101,52
2264,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425804,21,1,2687025.553,1234738.466,16,2022,2,3101,44
2265,210222377,6140,2687016.031,1234730.865,901,1004,1030,1122,2022-08,8023,2089,8,7411,7598,859,2018-12-11,7610,2018-12-11,2018-10-08,2023-03-31,102425804,21,1,2687025.553,1234738.466,38,2022,3,3103,59
