egid,buildingStatus,buildingCategory,buildingClass,municipalityNumber,municipalityName,canton,geometry
101170303,1004,1020,1110,3102,Gonten,AI,POINT (2743992.245 1243560.677)
101170401,1004,1020,1110,3112,Schwende-Rüte,AI,POINT (2750676.192 1243240.457)
101170406,1004,1020,1110,3112,Schwende-Rüte,AI,POINT (2750821.981 1243328.189)
101170408,1004,1020,1110,3112,Schwende-Rüte,AI,POINT (2752664.04 1240407.559)
101170413,1004,1040,1251,3112,Schwende-Rüte,AI,POINT (2751035.484 1241987.223)
101170423,1004,1020,1110,3112,Schwende-Rüte,AI,POINT (2751129.401 1241969.621)
101170424,1004,1020,1110,3112,Schwende-Rüte,AI,POINT (2750896.137 1243381.279)
101170427,1004,1020,1110,3112,Schwende-Rüte,AI,POINT (2751069.72 1241977.388)
101170555,1004,1020,1110,3104,Schlatt-Haslen,AI,POINT (2745603.137 1247754.442)
101170565,1004,1020,1110,3104,Schlatt-Haslen,AI,POINT (2745709.221 1247896.44)
101170577,1004,1020,1110,3104,Schlatt-Haslen,AI,POINT (2745569.795 1247736.757)
101170578,1004,1020,1110,3104,Schlatt-Haslen,AI,POINT (2747595.599 1249218.395)
101170579,1004,1020,1110,3104,Schlatt-Haslen,AI,POINT (2747973.188 1246981.045)
101170589,1004,1020,1110,3104,Schlatt-Haslen,AI,POINT (2745729.644 1248330.535)
101170591,1004,1020,1110,3104,Schlatt-Haslen,AI,POINT (2745733.158 1248307.599)
101170594,1004,1030,1122,3104,Schlatt-Haslen,AI,POINT (2745723.165 1248370.917)
101170596,1004,1020,1122,3104,Schlatt-Haslen,AI,POINT (2745755.283 1248312.156)
101170603,1004,1020,1110,3112,Schwende-Rüte,AI,POINT (2749606.003 1243280.992)
101170604,1004,1020,1110,3112,Schwende-Rüte,AI,POINT (2749437.483 1243063.31)
101170605,1004,1020,1110,3112,Schwende-Rüte,AI,POINT (2749907.072 1243448.352)
101170610,1004,1020,1110,3112,Schwende-Rüte,AI,POINT (2749631.859 1243278.963)
101170701,1004,1020,1110,3111,Oberegg,AI,POINT (2759507.077 1251686.473)
101170702,1004,1020,1110,3111,Oberegg,AI,POINT (2759061.431 1254600.145)
101170703,1004,1020,1110,3111,Oberegg,AI,POINT (2756868.913 1251799.59)
101170706,1004,1020,1110,3111,Oberegg,AI,POINT (2759557.654 1251684.843)
101170715,1004,1020,1110,3111,Oberegg,AI,POINT (2759427.517 1255025.52)
101170719,1004,1020,1110,3111,Oberegg,AI,POINT (2759090.79 1254632.108)
101170741,1004,1020,1110,3111,Oberegg,AI,POINT (2759539.475 1251637.859)
101170743,1004,1020,1110,3111,Oberegg,AI,POINT (2763682.325 1256075.879)
101170744,1004,1020,1110,3111,Oberegg,AI,POINT (2759040.287 1254568.392)
101170746,1007,1020,1110,3111,Oberegg,AI,POINT (2762372 1254225)
101170748,1004,1020,1110,3111,Oberegg,AI,POINT (2763779.871 1256049.329)
101170758,1004,1020,1110,3111,Oberegg,AI,POINT (2759066.257 1254671.629)
101170760,1004,1020,1110,3111,Oberegg,AI,POINT (2759585.85 1251669.683)
101170761,1004,1020,1110,3111,Oberegg,AI,POINT (2759081.302 1254616.001)
101170763,1004,1020,1110,3111,Oberegg,AI,POINT (2759084.84 1254584.172)
101170764,1004,1020,1110,3111,Oberegg,AI,POINT (2759490.679 1251649.485)
101170765,1004,1020,1110,3111,Oberegg,AI,POINT (2758965.151 1254602.588)
101170766,1004,1020,1110,3111,Oberegg,AI,POINT (2759518.876 1251704.845)
101170775,1004,1020,1110,3111,Oberegg,AI,POINT (2759266.483 1254869.968)
101170776,1004,1020,1110,3111,Oberegg,AI,POINT (2759114.179 1254667.013)
101170778,1004,1020,1110,3111,Oberegg,AI,POINT (2759456.367 1254999.965)
101275451,1004,1020,1110,3102,Gonten,AI,POINT (2742963.041 1242139.449)
101275456,1004,1020,1110,3102,Gonten,AI,POINT (2745886.973 1244516.646)
101275457,1004,1020,1110,3102,Gonten,AI,POINT (2743972.478 1243558.597)
101275458,1004,1020,1110,3102,Gonten,AI,POINT (2743931.444 1243564.396)
101275459,1004,1020,1110,3102,Gonten,AI,POINT (2743945.184 1243548.534)
101275461,1004,1020,1121,3102,Gonten,AI,POINT (2743990.245 1243537.73)
101275462,1004,1020,1110,3102,Gonten,AI,POINT (2742316.827 1243418.449)
101275463,1004,1020,1110,3102,Gonten,AI,POINT (2744009.04 1243574.011)
101275466,1004,1020,1110,3102,Gonten,AI,POINT (2743971.761 1243535.448)
101275467,1004,1020,1110,3102,Gonten,AI,POINT (2744025.585 1243588.833)
101275470,1004,1020,1110,3102,Gonten,AI,POINT (2746028.668 1245588.472)
101275474,1004,1020,1110,3102,Gonten,AI,POINT (2744074.768 1243663.662)
101275480,1004,1020,1110,3102,Gonten,AI,POINT (2743949.73 1243573.758)
101275481,1004,1020,1110,3102,Gonten,AI,POINT (2743941.367 1243595.309)
101275483,1004,1020,1110,3102,Gonten,AI,POINT (2743921.152 1243586.375)
101275484,1004,1020,1110,3102,Gonten,AI,POINT (2744047.27 1243621.398)
101275485,1004,1020,1121,3102,Gonten,AI,POINT (2744254.807 1244931.682)
101275486,1004,1020,1110,3102,Gonten,AI,POINT (2742299.012 1243277.686)
101275503,1004,1020,1122,3102,Gonten,AI,POINT (2744099.74 1243535.692)
11528839,1004,1030,1122,3102,Gonten,AI,POINT (2744148.374 1243592.262)
1712079,1004,1030,1110,3101,Appenzell,AI,POINT (2749205.095 1243016.367)
1712080,1004,1020,1110,3101,Appenzell,AI,POINT (2749258.13 1243096.163)
1712081,1004,1020,1121,3101,Appenzell,AI,POINT (2749243.019 1243101.888)
1712082,1004,1020,1122,3101,Appenzell,AI,POINT (2749209.699 1243099.204)
1712083,1004,1020,1110,3101,Appenzell,AI,POINT (2749188.243 1243115.714)
1712084,1007,1020,1110,3101,Appenzell,AI,POINT (2749205.107 1243161.045)
1712085,1004,1030,1110,3101,Appenzell,AI,POINT (2749123.432 1243209.748)
1712086,1004,1020,1110,3101,Appenzell,AI,POINT (2749046.592 1243395.104)
1712087,1004,1020,1121,3101,Appenzell,AI,POINT (2749038.068 1243412.85)
1712090,1007,1020,1121,3101,Appenzell,AI,POINT (2749190 1243231)
1712091,1004,1020,1110,3101,Appenzell,AI,POINT (2749155.262 1243269.472)
1712092,1004,1020,1110,3101,Appenzell,AI,POINT (2749198.552 1243277.839)
1712093,1004,1020,1110,3101,Appenzell,AI,POINT (2749145.801 1243291.197)
1712094,1004,1020,1110,3101,Appenzell,AI,POINT (2749138.2 1243290.888)
1712095,1004,1020,1121,3101,Appenzell,AI,POINT (2749128.998 1243317.154)
1712096,1004,1020,1110,3101,Appenzell,AI,POINT (2749116.546 1243337.932)
1712097,1004,1020,1110,3101,Appenzell,AI,POINT (2749157.153 1243355.438)
1712098,1004,1020,1110,3101,Appenzell,AI,POINT (2749130.15 1243377.022)
1712099,1004,1020,1110,3101,Appenzell,AI,POINT (2749146.087 1243349.705)
1712100,1004,1020,1110,3101,Appenzell,AI,POINT (2749155.677 1243390.599)
1712101,1004,1020,1110,3101,Appenzell,AI,POINT (2749211.089 1243357.269)
1712102,1004,1020,1110,3101,Appenzell,AI,POINT (2749179.933 1243334.793)
1712103,1004,1020,1110,3101,Appenzell,AI,POINT (2749200.65 1243331.569)
1712104,1004,1020,1122,3101,Appenzell,AI,POINT (2749179.548 1243362.491)
1712105,1004,1030,1122,3101,Appenzell,AI,POINT (2748981.47 1243378.541)
1712106,1004,1020,1110,3101,Appenzell,AI,POINT (2748966.758 1243469.094)
1712107,1004,1020,1110,3101,Appenzell,AI,POINT (2748982.951 1243464.004)
1712108,1004,1020,1110,3101,Appenzell,AI,POINT (2748949.163 1243485.956)
1712109,1004,1020,1121,3101,Appenzell,AI,POINT (2748919.521 1243458.621)
1712110,1004,1020,1121,3101,Appenzell,AI,POINT (2748902.318 1243466.655)
1712111,1004,1020,1110,3101,Appenzell,AI,POINT (2748884.767 1243474.647)
1712112,1004,1020,1110,3101,Appenzell,AI,POINT (2748936.369 1243450.832)
1712113,1004,1020,1110,3101,Appenzell,AI,POINT (2748924.068 1243430.594)
1712114,1004,1030,1121,3101,Appenzell,AI,POINT (2748918.238 1243402.4)
1712115,1004,1020,1110,3101,Appenzell,AI,POINT (2748899.17 1243411.159)
1712116,1004,1020,1110,3101,Appenzell,AI,POINT (2748899.838 1243442.705)
1712117,1004,1020,1110,3101,Appenzell,AI,POINT (2748881.895 1243420.763)
1712118,1004,1020,1110,3101,Appenzell,AI,POINT (2748882.074 1243450.145)
1712119,1004,1020,1121,3101,Appenzell,AI,POINT (2748848.714 1243477.644)
1712121,1004,1020,1110,3101,Appenzell,AI,POINT (2748858.911 1243534.028)
1712122,1004,1020,1110,3101,Appenzell,AI,POINT (2748844.621 1243546.168)
1712123,1004,1020,1110,3101,Appenzell,AI,POINT (2748827.219 1243575.378)
1712124,1004,1020,1110,3101,Appenzell,AI,POINT (2748816.514 1243585.2)
1712125,1007,1020,1110,3101,Appenzell,AI,POINT (2748802.004 1243565.708)
1712126,1004,1020,1110,3101,Appenzell,AI,POINT (2748787.455 1243585.437)
1712128,1004,1030,1110,3101,Appenzell,AI,POINT (2748785.274 1243501.851)
1712129,1004,1020,1122,3101,Appenzell,AI,POINT (2748808.823 1243526.366)
1712130,1004,1020,1110,3101,Appenzell,AI,POINT (2748787.871 1243526.872)
1712131,1007,1020,1110,3101,Appenzell,AI,POINT (2748766.341 1243521.785)
1712132,1004,1030,1110,3101,Appenzell,AI,POINT (2749103.996 1243365.002)
1712133,1004,1030,1110,3101,Appenzell,AI,POINT (2748516.253 1243629.521)
1712134,1004,1020,1121,3101,Appenzell,AI,POINT (2748528.952 1243656.82)
1712135,1004,1020,1110,3101,Appenzell,AI,POINT (2748536.78 1243620.544)
1712136,1004,1020,1110,3101,Appenzell,AI,POINT (2748555.256 1243611.367)
1712137,1004,1020,1110,3101,Appenzell,AI,POINT (2748575.276 1243635.361)
1712138,1004,1020,1121,3101,Appenzell,AI,POINT (2748574.126 1243603.278)
1712139,1004,1030,1110,3101,Appenzell,AI,POINT (2748591.597 1243594.984)
1712140,1007,1020,1110,3101,Appenzell,AI,POINT (2748627 1243584)
1712142,1004,1020,1110,3101,Appenzell,AI,POINT (2748670.271 1243567.621)
1712143,1004,1020,1110,3101,Appenzell,AI,POINT (2748679.429 1243592.5)
1712144,1004,1020,1110,3101,Appenzell,AI,POINT (2748694.383 1243556.42)
1712145,1007,1020,1110,3101,Appenzell,AI,POINT (2748700.175 1243582.766)
1712146,1004,1020,1110,3101,Appenzell,AI,POINT (2748718.982 1243575.551)
1712147,1007,1020,1122,3101,Appenzell,AI,POINT (2748710 1243554)
1712148,1004,1020,1121,3101,Appenzell,AI,POINT (2748736.049 1243569.28)
1712149,1004,1020,1110,3101,Appenzell,AI,POINT (2748734.142 1243541.996)
1712150,1004,1020,1110,3101,Appenzell,AI,POINT (2748752.435 1243539.102)
1712151,1004,1020,1110,3101,Appenzell,AI,POINT (2748778.353 1243550.949)
1712152,1004,1020,1110,3101,Appenzell,AI,POINT (2748623.815 1243520.18)
1712153,1004,1020,1110,3101,Appenzell,AI,POINT (2748635.333 1243542.607)
1712154,1004,1020,1110,3101,Appenzell,AI,POINT (2748758.869 1243558.25)
1712155,1004,1020,1121,3101,Appenzell,AI,POINT (2748689.432 1243464.966)
1712156,1004,1020,1110,3101,Appenzell,AI,POINT (2748730.059 1243453.737)
1712157,1004,1020,1110,3101,Appenzell,AI,POINT (2748750.547 1243449.117)
1712158,1004,1020,1110,3101,Appenzell,AI,POINT (2748770.878 1243451.043)
1712159,1004,1020,1110,3101,Appenzell,AI,POINT (2748766.485 1243478.567)
1712160,1004,1020,1110,3101,Appenzell,AI,POINT (2748729.731 1243514.405)
1712161,1004,1020,1110,3101,Appenzell,AI,POINT (2748700.884 1243527.661)
1712162,1004,1020,1110,3101,Appenzell,AI,POINT (2748708.918 1243522.183)
1712163,1004,1020,1121,3101,Appenzell,AI,POINT (2748676.047 1243522.706)
1712164,1004,1020,1122,3101,Appenzell,AI,POINT (2748655.928 1243512.959)
1712165,1004,1020,1121,3101,Appenzell,AI,POINT (2748706.798 1243491.664)
1712166,1004,1020,1121,3101,Appenzell,AI,POINT (2748707.974 1243458.034)
1712167,1004,1040,1211,3101,Appenzell,AI,POINT (2748865.608 1243747.121)
1712168,1004,1020,1122,3101,Appenzell,AI,POINT (2748880.751 1243763.586)
1712169,1004,1020,1110,3101,Appenzell,AI,POINT (2748837.764 1243750.014)
1712170,1004,1020,1110,3101,Appenzell,AI,POINT (2748853.382 1243731.211)
1712171,1004,1020,1110,3101,Appenzell,AI,POINT (2748843.571 1243708.46)
1712172,1004,1030,1110,3101,Appenzell,AI,POINT (2748831.889 1243728.901)
1712173,1004,1020,1110,3101,Appenzell,AI,POINT (2748879.657 1243730.283)
1712174,1004,1020,1110,3101,Appenzell,AI,POINT (2748858.12 1243683.896)
1712175,1004,1020,1110,3101,Appenzell,AI,POINT (2748833.441 1243684.564)
1712176,1004,1020,1122,3101,Appenzell,AI,POINT (2748811.677 1243707.209)
1712177,1004,1020,1110,3101,Appenzell,AI,POINT (2748808.709 1243686.536)
1712178,1004,1020,1110,3101,Appenzell,AI,POINT (2748798.263 1243653.392)
1712179,1004,1020,1110,3101,Appenzell,AI,POINT (2748763.954 1243584.064)
1712180,1004,1020,1110,3101,Appenzell,AI,POINT (2748765.122 1243602.267)
1712181,1004,1020,1110,3101,Appenzell,AI,POINT (2748751.179 1243605.777)
1712182,1004,1020,1122,3101,Appenzell,AI,POINT (2748823.255 1243660.253)
1712183,1004,1020,1121,3101,Appenzell,AI,POINT (2748744.682 1243636.19)
1712184,1004,1020,1110,3101,Appenzell,AI,POINT (2748731.897 1243607.273)
1712185,1004,1020,1110,3101,Appenzell,AI,POINT (2748711.035 1243608.637)
1712186,1004,1020,1122,3101,Appenzell,AI,POINT (2748803.423 1243737.038)
1712187,1004,1020,1110,3101,Appenzell,AI,POINT (2748690.814 1243616.094)
1712188,1004,1030,1121,3101,Appenzell,AI,POINT (2748710.064 1243633.988)
1712189,1004,1020,1122,3101,Appenzell,AI,POINT (2748669.602 1243638.115)
1712190,1004,1020,1110,3101,Appenzell,AI,POINT (2748659.521 1243611.979)
1712192,1004,1020,1110,3101,Appenzell,AI,POINT (2748633.545 1243621.601)
1712193,1004,1020,1110,3101,Appenzell,AI,POINT (2748626.133 1243667.412)
1712195,1004,1020,1121,3101,Appenzell,AI,POINT (2748599.633 1243636.885)
1712196,1004,1020,1110,3101,Appenzell,AI,POINT (2748608.434 1243690.359)
1712197,1004,1020,1122,3101,Appenzell,AI,POINT (2748592.147 1243655.216)
1712198,1004,1020,1110,3101,Appenzell,AI,POINT (2748576.607 1243686.925)
1712199,1004,1020,1110,3101,Appenzell,AI,POINT (2748567.863 1243668.533)
1712200,1004,1020,1110,3101,Appenzell,AI,POINT (2748553.692 1243708.873)
1712201,1004,1020,1121,3101,Appenzell,AI,POINT (2748546 1243679.954)
1712202,1004,1020,1121,3101,Appenzell,AI,POINT (2748529.386 1243722.158)
1712204,1004,1020,1110,3101,Appenzell,AI,POINT (2748510.33 1243729.786)
1712205,1007,1020,1110,3101,Appenzell,AI,POINT (2748472.436 1243711.408)
1712206,1004,1020,1110,3101,Appenzell,AI,POINT (2748519.614 1243749.099)
1712207,1004,1020,1110,3101,Appenzell,AI,POINT (2748435.72 1243672.016)
1712208,1004,1020,1122,3101,Appenzell,AI,POINT (2748485.843 1243746.271)
1712209,1004,1020,1110,3101,Appenzell,AI,POINT (2748403.722 1243522.204)
1712210,1004,1020,1110,3101,Appenzell,AI,POINT (2748494.928 1243764.322)
1712211,1004,1020,1110,3101,Appenzell,AI,POINT (2748531.586 1243439.222)
1712212,1004,1020,1110,3101,Appenzell,AI,POINT (2748499.641 1243782.465)
1712213,1004,1040,1211,3101,Appenzell,AI,POINT (2748550.65 1243486.104)
1712214,1004,1020,1110,3101,Appenzell,AI,POINT (2748503.978 1243798.952)
1712215,1004,1020,1110,3101,Appenzell,AI,POINT (2748757.143 1244725.01)
1712216,1004,1020,1110,3101,Appenzell,AI,POINT (2748542.144 1243763.163)
1712217,1004,1020,1110,3101,Appenzell,AI,POINT (2748544.969 1243772.007)
1712218,1004,1020,1110,3101,Appenzell,AI,POINT (2748567.326 1243743.172)
1712219,1004,1020,1110,3101,Appenzell,AI,POINT (2748558.998 1243733.215)
1712220,1004,1020,1110,3101,Appenzell,AI,POINT (2748584.042 1243725.649)
1712221,1004,1030,1122,3101,Appenzell,AI,POINT (2748889.275 1243901.817)
1712222,1004,1020,1110,3101,Appenzell,AI,POINT (2748875.788 1243951.706)
1712223,1004,1020,1121,3101,Appenzell,AI,POINT (2748895.878 1243872.603)
1712224,1004,1020,1110,3101,Appenzell,AI,POINT (2748912.009 1243873.546)
1712225,1004,1030,1110,3101,Appenzell,AI,POINT (2748875.076 1243934.889)
1712226,1004,1030,1110,3101,Appenzell,AI,POINT (2748880.596 1243855.822)
1712227,1004,1020,1121,3101,Appenzell,AI,POINT (2748866.14 1243897.866)
1712228,1004,1020,1121,3101,Appenzell,AI,POINT (2748843.732 1243894.537)
1712229,1004,1020,1110,3101,Appenzell,AI,POINT (2748875.385 1243834.857)
1712230,1004,1030,1110,3101,Appenzell,AI,POINT (2748860.714 1243865.647)
1712231,1004,1020,1121,3101,Appenzell,AI,POINT (2748843.761 1243870.327)
1712232,1004,1020,1122,3101,Appenzell,AI,POINT (2748891.559 1243832.829)
1712233,1004,1020,1110,3101,Appenzell,AI,POINT (2748858.54 1243845.471)
1712234,1004,1020,1122,3101,Appenzell,AI,POINT (2748869.324 1243816.814)
1712235,1007,1020,1122,3101,Appenzell,AI,POINT (2748854.63 1243827.35)
1712236,1004,1020,1121,3101,Appenzell,AI,POINT (2748849.746 1243807.435)
1712238,1004,1020,1121,3101,Appenzell,AI,POINT (2748810.173 1243813.277)
1712239,1004,1030,1121,3101,Appenzell,AI,POINT (2748831.068 1243948.815)
1712240,1007,1020,1110,3101,Appenzell,AI,POINT (2748810 1243938)
1712241,1004,1020,1110,3101,Appenzell,AI,POINT (2748779.382 1243930.668)
1712242,1004,1020,1121,3101,Appenzell,AI,POINT (2748764.787 1243922.841)
1712243,1004,1020,1110,3101,Appenzell,AI,POINT (2748753.776 1243904.268)
1712244,1004,1020,1110,3101,Appenzell,AI,POINT (2748749.845 1243882.713)
1712245,1004,1020,1110,3101,Appenzell,AI,POINT (2748772.607 1243864.769)
1712246,1004,1020,1110,3101,Appenzell,AI,POINT (2748788.14 1243887.059)
1712247,1004,1020,1122,3101,Appenzell,AI,POINT (2748820.993 1243921.636)
1712248,1004,1020,1122,3101,Appenzell,AI,POINT (2748842.126 1243916.8)
1712249,1004,1020,1110,3101,Appenzell,AI,POINT (2748810.533 1243854.694)
1712250,1007,1020,1110,3101,Appenzell,AI,POINT (2748793.798 1243851.657)
1712251,1004,1020,1110,3101,Appenzell,AI,POINT (2748820.732 1243834.705)
1712252,1004,1030,1121,3101,Appenzell,AI,POINT (2748798.74 1243825.352)
1712253,1007,1020,1110,3101,Appenzell,AI,POINT (2748762.528 1243848.634)
1712254,1004,1020,1110,3101,Appenzell,AI,POINT (2748854.131 1243964.195)
1712255,1007,1020,1122,3101,Appenzell,AI,POINT (2748782.291 1243826.291)
1712256,1004,1020,1122,3101,Appenzell,AI,POINT (2748774.114 1243811.741)
1712257,1007,1020,1110,3101,Appenzell,AI,POINT (2748774 1243773)
1712258,1004,1020,1122,3101,Appenzell,AI,POINT (2748756.423 1243792.875)
1712259,1004,1020,1110,3101,Appenzell,AI,POINT (2748754.079 1243813.327)
1712260,1004,1020,1110,3101,Appenzell,AI,POINT (2748780.163 1243747.042)
1712261,1004,1020,1110,3101,Appenzell,AI,POINT (2748758.66 1243735.767)
1712262,1004,1020,1110,3101,Appenzell,AI,POINT (2748737.099 1243729.157)
1712263,1004,1020,1121,3101,Appenzell,AI,POINT (2748770.134 1243716.833)
1712264,1004,1020,1110,3101,Appenzell,AI,POINT (2748729.987 1243681.935)
1712265,1004,1020,1110,3101,Appenzell,AI,POINT (2748715.616 1243712.574)
1712266,1004,1020,1121,3101,Appenzell,AI,POINT (2748706.892 1243683.921)
1712267,1004,1020,1121,3101,Appenzell,AI,POINT (2748679.358 1243707.991)
1712268,1004,1020,1121,3101,Appenzell,AI,POINT (2748658.631 1243701.055)
1712269,1004,1020,1110,3101,Appenzell,AI,POINT (2748755.124 1243672.488)
1712270,1007,1020,1110,3101,Appenzell,AI,POINT (2748759 1243692)
1712271,1004,1030,1110,3101,Appenzell,AI,POINT (2748723.883 1243661.696)
1712273,1004,1020,1110,3101,Appenzell,AI,POINT (2748655.3 1243671.405)
1712274,1004,1020,1122,3101,Appenzell,AI,POINT (2748684.242 1243679.233)
1712275,1004,1020,1122,3101,Appenzell,AI,POINT (2748683.238 1243656.582)
1712276,1004,1020,1121,3101,Appenzell,AI,POINT (2748704.082 1243660.142)
1712277,1004,1020,1110,3101,Appenzell,AI,POINT (2748789.28 1243790.398)
1712278,1007,1030,1110,3101,Appenzell,AI,POINT (2748716 1243766)
1712279,1007,1020,1110,3101,Appenzell,AI,POINT (2748797 1243908)
1712280,1004,1020,1110,3101,Appenzell,AI,POINT (2748836.037 1243808.29)
1712281,1004,1020,1121,3101,Appenzell,AI,POINT (2748811.186 1243887.762)
1712282,1004,1020,1110,3101,Appenzell,AI,POINT (2748917.123 1243581.919)
1712283,1004,1020,1110,3101,Appenzell,AI,POINT (2748932.669 1243628.027)
1712284,1004,1020,1110,3101,Appenzell,AI,POINT (2748941.112 1243624.797)
1712285,1004,1020,1110,3101,Appenzell,AI,POINT (2748943.245 1243601.247)
1712286,1004,1020,1110,3101,Appenzell,AI,POINT (2748959.55 1243600.794)
1712287,1004,1020,1121,3101,Appenzell,AI,POINT (2748921.796 1243560.277)
1712288,1004,1020,1122,3101,Appenzell,AI,POINT (2748918.177 1243542.918)
1712289,1004,1020,1121,3101,Appenzell,AI,POINT (2748955.594 1243579.11)
1712290,1004,1020,1110,3101,Appenzell,AI,POINT (2748910.847 1243523.681)
1712291,1004,1020,1110,3101,Appenzell,AI,POINT (2751183.498 1246657.466)
1712292,1004,1020,1110,3101,Appenzell,AI,POINT (2748961.995 1243557.162)
1712293,1004,1020,1110,3101,Appenzell,AI,POINT (2748905.942 1243504.817)
1712294,1004,1020,1110,3101,Appenzell,AI,POINT (2748946.654 1243536.862)
1712295,1004,1020,1110,3101,Appenzell,AI,POINT (2748964.374 1243531.283)
1712296,1004,1030,1110,3101,Appenzell,AI,POINT (2748937.267 1243514.088)
1712297,1004,1020,1110,3101,Appenzell,AI,POINT (2748957.65 1243509.152)
1712298,1004,1020,1121,3101,Appenzell,AI,POINT (2748932.503 1243491.301)
1712299,1004,1020,1110,3101,Appenzell,AI,POINT (2748854.117 1243566.564)
1712300,1004,1020,1122,3101,Appenzell,AI,POINT (2748862.267 1243589.576)
1712301,1004,1020,1121,3101,Appenzell,AI,POINT (2748867.644 1243552.124)
1712302,1004,1020,1110,3101,Appenzell,AI,POINT (2748886.27 1243584.804)
1712303,1004,1020,1110,3101,Appenzell,AI,POINT (2748898.966 1243603.147)
1712304,1004,1020,1110,3101,Appenzell,AI,POINT (2748877.897 1243614.046)
1712305,1004,1020,1110,3101,Appenzell,AI,POINT (2748890.135 1243628.078)
1712306,1004,1020,1121,3101,Appenzell,AI,POINT (2748887.485 1243645.09)
1712307,1004,1020,1110,3101,Appenzell,AI,POINT (2748910.966 1243641.761)
1712308,1007,1020,1121,3101,Appenzell,AI,POINT (2748888.175 1243661.966)
1712309,1004,1020,1110,3101,Appenzell,AI,POINT (2748928.004 1243674.897)
1712310,1004,1020,1121,3101,Appenzell,AI,POINT (2748907.376 1243674.329)
1712311,1004,1020,1121,3101,Appenzell,AI,POINT (2748892.428 1243702.532)
1712313,1004,1020,1121,3101,Appenzell,AI,POINT (2748913.682 1243697.683)
1712314,1004,1020,1110,3101,Appenzell,AI,POINT (2748901.408 1243742.881)
1712315,1004,1020,1110,3101,Appenzell,AI,POINT (2748930.701 1243719.438)
1712316,1004,1030,1110,3101,Appenzell,AI,POINT (2748914.142 1243721.794)
1712317,1004,1020,1110,3101,Appenzell,AI,POINT (2748906.741 1243769.452)
1712318,1004,1030,1110,3101,Appenzell,AI,POINT (2748933.81 1243744.268)
1712319,1004,1020,1110,3101,Appenzell,AI,POINT (2748918.031 1243746.017)
1712320,1004,1020,1110,3101,Appenzell,AI,POINT (2748874.455 1243689.52)
1712321,1004,1020,1122,3101,Appenzell,AI,POINT (2748864.585 1243666.913)
1712322,1004,1020,1121,3101,Appenzell,AI,POINT (2748847.072 1243646.687)
1712323,1004,1020,1110,3101,Appenzell,AI,POINT (2748866.659 1243630.893)
1712324,1004,1020,1110,3101,Appenzell,AI,POINT (2748860.435 1243614.626)
1712326,1004,1020,1110,3101,Appenzell,AI,POINT (2748836.173 1243599.962)
1712327,1007,1020,1110,3101,Appenzell,AI,POINT (2749003.014 1243470.207)
1712328,1007,1020,1110,3101,Appenzell,AI,POINT (2748980.606 1243481.641)
1712329,1007,1020,1110,3101,Appenzell,AI,POINT (2748988 1243513)
1712330,1004,1030,1110,3101,Appenzell,AI,POINT (2749022.828 1243541.969)
1712331,1004,1020,1110,3101,Appenzell,AI,POINT (2748985.858 1243527.017)
1712332,1004,1020,1122,3101,Appenzell,AI,POINT (2748984.066 1243538.69)
1712333,1004,1020,1110,3101,Appenzell,AI,POINT (2748983.139 1243568.819)
1712334,1004,1020,1122,3101,Appenzell,AI,POINT (2748978.224 1243585.416)
1712335,1004,1020,1122,3101,Appenzell,AI,POINT (2748976.889 1243603.741)
1712336,1004,1020,1121,3101,Appenzell,AI,POINT (2749025.378 1243589.706)
1712337,1004,1020,1110,3101,Appenzell,AI,POINT (2749002.576 1243597.843)
1712339,1004,1020,1121,3101,Appenzell,AI,POINT (2748972.778 1243636.635)
1712340,1004,1020,1110,3101,Appenzell,AI,POINT (2748989.504 1243658.707)
1712341,1004,1020,1110,3101,Appenzell,AI,POINT (2748992.139 1243639.154)
1712342,1004,1020,1122,3101,Appenzell,AI,POINT (2748970.294 1243648.525)
1712343,1004,1020,1121,3101,Appenzell,AI,POINT (2748967.809 1243657.735)
1712344,1004,1020,1122,3101,Appenzell,AI,POINT (2748966.914 1243670.466)
1712346,1004,1020,1122,3101,Appenzell,AI,POINT (2748988.525 1243683.873)
1712347,1004,1020,1122,3101,Appenzell,AI,POINT (2748963.912 1243696.281)
1712348,1007,1020,1110,3101,Appenzell,AI,POINT (2748953.697 1243692.122)
1712349,1004,1020,1122,3101,Appenzell,AI,POINT (2748981.733 1243701.169)
1712350,1004,1030,1110,3101,Appenzell,AI,POINT (2748979.69 1243716.985)
1712351,1004,1020,1122,3101,Appenzell,AI,POINT (2748950.746 1243711.153)
1712352,1004,1020,1121,3101,Appenzell,AI,POINT (2748948.744 1243725.996)
1712353,1004,1020,1121,3101,Appenzell,AI,POINT (2748952.243 1243735.63)
1712354,1004,1020,1121,3101,Appenzell,AI,POINT (2748952.219 1243746.703)
1712355,1004,1020,1110,3101,Appenzell,AI,POINT (2748952.846 1243755.981)
1712356,1004,1030,1121,3101,Appenzell,AI,POINT (2748932.228 1243765.399)
1712357,1004,1030,1122,3101,Appenzell,AI,POINT (2748947.066 1243784.825)
1712358,1004,1030,1121,3101,Appenzell,AI,POINT (2748982.602 1243782.582)
1712359,1004,1020,1122,3101,Appenzell,AI,POINT (2748973.402 1243764.494)
1712360,1004,1020,1121,3101,Appenzell,AI,POINT (2749201.884 1243487.177)
1712361,1004,1020,1110,3101,Appenzell,AI,POINT (2749176.643 1243535.7)
